timestamp,action,goal,time_delta,correct,voltage,current,power,cumpower
1542180922.6134295,numbersix,numbersix,4.569496154785156,True,5.190402030944824,0.6011730432510376,3.120329784639466,174.8474578857422
1542180927.8652172,mermaid,mermaid,5.236332416534424,True,5.170815467834473,0.47409579157829285,2.451461852328265,188.44735717773438
1542180932.0273664,number7,number7,4.14648175239563,True,5.190402030944824,0.6060606241226196,3.1456982943217326,199.19248962402344
1542180937.1962397,mermaid,mermaid,5.153422832489014,True,5.190402030944824,0.6207233667373657,3.221803823368532,212.50132751464844
1542180940.3325336,chicken,chicken,3.136293888092041,True,5.190402030944824,0.6256109476089478,3.2471723330507984,220.57794189453125
1542180943.7181468,wipers,wipers,3.369994640350342,True,5.209988117218018,0.8064516186714172,4.20160335038932,229.28265380859375
1542180947.0072508,swing,swing,3.2736520767211914,True,5.190402030944824,0.6207233667373657,3.221803823368532,237.8660430908203
1542180949.8592806,wipers,wipers,2.8363969326019287,True,5.170815467834473,0.5034213066101074,2.603098679056984,245.0889892578125
1542180954.301888,sidestep,sidestep,4.427128553390503,True,5.190402030944824,0.6158357858657837,3.1964353136862655,256.6329345703125
1542180956.6561248,turnclap,turnclap,2.3441734313964844,True,5.170815467834473,0.48875856399536133,2.5272803427437793,262.5504455566406
1542180961.0430243,cowboy,cowboy,4.386899471282959,True,5.190402030944824,0.6304985284805298,3.272540842733065,273.95660400390625
1542180965.9399233,salute,salute,4.896898984909058,True,5.190402030944824,0.6109482049942017,3.171066804003999,286.6492614746094
1542180969.8506176,swing,swing,3.8950719833374023,True,5.170815467834473,0.5034213066101074,2.603098679056984,296.8177795410156
1542180972.6607714,turnclap,turnclap,2.8101537227630615,True,5.190402030944824,0.6256109476089478,3.2471723330507984,304.0243225097656
1542180977.0571642,number7,number7,4.380772113800049,True,5.190402030944824,0.6256109476089478,3.2471723330507984,315.34149169921875
1542180982.486665,mermaid,mermaid,5.413872718811035,True,5.180608749389648,0.6060606241226196,3.1397629719901943,328.8255310058594
1542180985.879527,swing,swing,3.377239465713501,True,5.190402030944824,0.6109482049942017,3.171066804003999,338.0170593261719
1542180991.1239207,number7,number7,5.2287657260894775,True,5.190402030944824,0.6158357858657837,3.1964353136862655,351.46026611328125
1542180993.993486,turnclap,turnclap,2.86956524848938,True,5.190402030944824,0.6256109476089478,3.2471723330507984,358.68115234375
1542180998.3734057,cowboy,cowboy,4.373413801193237,True,5.190402030944824,0.6207233667373657,3.221803823368532,369.85101318359375
1542181002.4955459,numbersix,numbersix,4.122140169143677,True,5.190402030944824,0.5913978219032288,3.069592455902864,380.5335388183594
1542181006.3773403,chicken,chicken,3.866133451461792,True,5.170815467834473,0.4985337257385254,2.577825900285916,390.53729248046875
